SEQ_CID_10_CAPITULO,DSC_CAPITULO,COD_CID_10,DSC_CID_10
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G231,OFTALMOPLEGIA SUPRANUCLEAR PROGRESSIVA  {STEELE-RICHARDSON-OLSZEWSZI}
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G232,DEGENERACAO ESTRIONIGRICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G238,OUTRAS DOENCAS DEGENERATICAS ESPECIFICADAS DOS GLANGLIOS DA BASE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G239,DOENCA DEGENERATIVA DOS GANGLIOS DA BASE NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G24,DISTONIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G240,DISTONIA PRODUZIDA POR DROGAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G241,DISTONIA FAMILIAR IDIOPATICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G242,DISTONIA NAO-FAMILIAR IDIOPATICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G243,TORCICOLO ESPASMODICO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G244,DISTONIA OROFACIAL IDIOPATICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G245,BLEFAROESPASMO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G248,OUTRAS DISTONIAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G249,DISTONIA NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G25,OUTRAS DOENCAS EXTRAPIRAMIDAIS E TRANSTORNOS DOS MOVIMENTOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G250,TREMOR ESSENCIAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G251,TREMOR INDUZIDO POR DROGAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G252,OUTRAS FORMAS ESPECIFICADAS DE TREMOR
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G253,MIOCLONIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G254,COREIA INDUZIDO POR DROGA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G255,OUTRAS FORMAS DE COREIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G256,TIQUES INDUZIDOS POR DROGA E OUTROS TIPOS DE ORIGEM ORGANICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G258,"OUTRAS DOENCAS EXTRAPIRAMIDAIS E TRANSTORNOS DOS MOVIMENTOS, ESPECIFICADOS"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G259,"DOENCAS EXTRAPIRAMIDAIS E TRANSTORNOS DOS MOVIMENTOS, NAO ESPECIFICADOS"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G26,DOENCAS EXTRAPIRAMIDAIS E TRANSTORNOS DOS MOVIMENTOS EM DOENCAS CLASSIFICADAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G30,DOENCA DE ALZHEIMER
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G300,DOENCA DE ALZHEIMER DE INICIO PRECOCE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G301,DOENCA DE ALZHEIMER DE INICIO TARDIO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G308,OUTRAS FORMAS DE DOENCA DE ALZHEIMER
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G309,DOENCA DE ALZHEIMER NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G31,OUTRAS DOENCAS DEGENERATIVAS DO SISTEMA NERVOSO NAO CLASSIFICADAS EM OUTRA PAR
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G310,ATROFIA CEREBRAL CIRCUNSCRITA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G311,"DEGENERACAO CEREBRAL SENIL, NAO CLASSIFICADA EM OUTRA PARTE"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G312,DEGENERACAO DO SISTEMA NERVOSO DEVIDA AO ALCOOL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G318,OUTRAS DOENCAS DEGENERATIVAS ESPECIFICADAS DO SISTEMA NERVOSO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G319,"DOENCA DEGENERATIVA DO SISTEMA NERVOSO, NAO ESPECIFICADA"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G32,OUTROS TRANSTORNOS DEGENERATIVOS DO SISTEMA NERVOSO EM DOENCAS CLASSIFICADAS E
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G320,DEGENER COMBINADA SUBAGUDA DA MEDULA ESPINAL EM DOENCAS CLASSIF EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G328,OUTROS TRANSTORNOS DEGEN ESPECIF DO SISTEMA NERVOSO EM DOENCAS CLASSIF EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G35,ESCLEROSE MULTIPLA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G36,OUTRAS DESMIELINIZACOES DISSEMINADAS AGUDAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G360,NEUROMIELITE OPTICA {DOENCA DE DEVIC}
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G361,LEUCOENCEFALITE HEMORRAGICA AGUDA E SUBAGUDA {HURST}
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G368,OUTRAS DESMIELINIZACOES DISSEMINADAS AGUDAS ESPECIFICADAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G369,DESMIELINIZACAO DISSEMINADA AGUDA NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G37,OUTRAS DOENCAS DESMIELINIZANTES DO SISTEMA NERVOSO CENTRAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G370,ESCLEROSE DIFUSA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G371,DESMIELINIZACAO CENTRAL DO CORPO CALOSO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G372,MIELINOLISE CENTRAL DA PONTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G373,MIELITE TRANSVERSA AGUDA EM DOENCAS DESMIELINIZANTES DO SISTEMA NERVOSO CENTRAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G374,MIELITE SUBAGUDA NECROTICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G375,ESCLEROSE CONCENTRICA {BALO}
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G378,OUTRAS DOENCAS DESMIELINIZANTES ESPECIFICADAS DO SISTEMA NERVOSO CENTRAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G379,"DOENCA DESMIELINIZANTE DO SISTEMA NERVOSO CENTRAL, NAO ESPECIFICADA"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G40,EPILEPSIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G400,EPILEPSIAS E SINDROMES EPILEPTICAS IDIOPATICAS DEFINIDAS POR SUA LOCALIZACAO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G401,EPILEPSIAS E SINDROMES EPILEPTICAS SINTOMATICAS DEFINIDAS POR SUA LOCALIZACAO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G402,EPILEPSIA E SINDROMES EPILEPTICAS SINTOMATICAS DEFINIDAS POR SUA LOCALIZACAO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G403,EPILEPSIAS E SINDROMES EPILEPTICAS GENERALIZADAS IDIOPATICAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G404,OUTRAS EPILEPSIAS E SINDROMES EPILEPTICAS GENERALIZADAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G405,SINDROMES EPILEPTICAS ESPECIAIS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G406,"CRISE DE GRANDE MAL, NAO ESPECIFICADA"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G407,"PEQUENO MAL NAO ESPECIFICADO, SEM CRISES DE GRANDE MAL"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G408,OUTRAS EPILEPSIAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G409,EPILEPSIA NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G41,ESTADO DE MAL EPILEPTICO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G410,ESTADO DE GRANDE MAL EPILEPTICO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G411,ESTADO DE PEQUENO MAL EPILEPTICO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G412,ESTADO DE MAL EPILEPTICO PARCIAL COMPLEXO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G418,OUTROS ESTADOS DE MAL EPILEPTICO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G419,"ESTADO DE MAL EPILEPTICO, NAO ESPECIFICADO"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G43,ENXAQUECA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G430,ENXAQUECA SEM AURA [ENXAQUECA COMUM]
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G431,ENXAQUECA COM AURA [ENXAQUECA CLASSICA]
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G432,ESTADO DE MAL ENXAQUECOSO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G433,ENXAQUECA COMPLICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G438,OUTRAS FORMAS DE ENXAQUECAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G439,"ENXAQUECA, SEM ESPECIFICACAO"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G44,OUTRAS SINDROMES DE ALGIAS CEFALICAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G440,"SINDROME DE ""CLUSTER-HEADACHE"""
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G441,"CEFALEIA VASCULAR, NAO CLASSIFICADA EM OUTRA PARTE"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G442,CEFALEIA TENSIONAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G443,CEFALEIA CRONICA POS-TRAUMATICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G444,"CEFALEIA INDUZIDA POR DROGAS, NAO ESPECIFICADA EM OUTRA PARTE"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G448,OUTRAS SINDROMES DE CEFALEIA ESPECIFICADAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G45,ACIDENTES VASCULARES CEREBRAIS ISQUEMICOS TRANSITORIOS E SINDROMES CORRELATAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G450,SINDROME DA ARTERIA VERTEBRO-BASILAR
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G451,SINDROME DA ARTERIA CAROTIDEA (HEMISFERICA)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G452,"SINDROME DAS ARTERIAS PRE-CEREBRAIS, MULTIPLAS E BILATERAIS"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G453,AMAUROSE FUGAZ
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G454,AMNESIA GLOBAL TRANSITORIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G458,OUTROS ACIDENTES ISQUEMICOS CEREBRAIS TRANSITORIOS E SINDROMES CORRELATAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G459,ISQUEMIA CEREBRAL TRANSITORIA NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G46,SINDROMES VASCULARES CEREBRAIS QUE OCORREM EM DOENCAS CEREBROVASCULARES (I60-I
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G460,SINDROME DA ARTERIA CEREBRAL MEDIA (I66 0+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G461,SINDROME DA ARTERIA CEREBRAL ANTERIOR I66 1+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G462,SINDROME DA ARTERIA CEREBRAL POSTERIOR (I66 2+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G463,SINDROMES VASCULARES DO TRONCO CEREBRAL (I60-I67+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G464,SINDROME VASCULAR CEREBELAR (I60-I67+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G465,SINDROME LACUNAR MOTORA PURA (I60-I67+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G466,SINDROME LACUNAR SENSORIAL PURA (I60-I67+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G467,OUTRAS SINDROMES LACUNARES (I60-I67+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G468,OUTRAS SINDROMES VASCULARES CEREBRAIS EM DOENCAS CEREBROVASCULARES (I60-I67+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G47,DISTURBIOS DO SONO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G470,DISTURBIOS DO INICIO E DA MANUTENCAO DO SONO {INSONIAS}
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G471,DISTURBIOS DO SONO POR SONOLENCIA EXCESSIVA {HIPERSONIA}
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G472,DISTURBIOS DO CICLO VIGILIA-SONO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G473,APNEIA DE SONO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G474,NARCOLEPSIA E CATAPLEXIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G478,OUTROS DISTURBIOS DO SONO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G479,"DISTURBIO DO SONO, NAO ESPECIFICADO"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G50,TRANSTORNOS DO NERVO TRIGEMEO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G500,NEVRALGIA DO TRIGEMEO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G501,DOR FACIAL ATIPICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G508,OUTROS TRANSTORNOS DO NERVO TRIGEMEO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G509,TRANSTORNO NAO ESPECIFICADO DO NERVO TRIGEMEO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G51,TRANSTORNOS DO NERVO FACIAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G510,PARALISIA DE BELL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G511,GANGLIONITE GENICULADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G512,SINDROME DE MELKERSSON
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G513,ESPASMO HEMIFACIAL CLONICO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G514,MIOQUIMIA FACIAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G518,OUTROS TRANSTORNOS DO NERVO FACIAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G519,TRANSTORNO NAO ESPECIFICADO DO NERVO FACIAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G52,TRANSTORNOS DE OUTROS NERVOS CRANIANOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G520,TRANSTORNO DO NERVO OLFATORIO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G521,TRANSTORNOS DO NERVO GLOSSOFARINGEO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G522,TRANSTORNOS DO NERVO VAGO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G523,TRANSTORNOS DO NERVO HIPOGLOSSO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G527,TRANSTORNOS DE MULTIPLOS NERVOS CRANIANOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G528,TRANSTORNOS DE OUTROS NERVOS CRANIANOS E ESPECIFICADOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G529,TRANSTORNO DO NERVO CRANIANO NAO ESPECIFICADO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G53,TRANSTORNOS DOS NERVOS CRANIANOS EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G530,NEVRALGIA POS-ZOSTER (B02 2+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G531,PARALISIAS DE MULT NERVOS CRAN DOENCAS INFEC E PARAS CLASS OUTRA PARTE(AOO-B99+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G532,PARALISIAS DE MULTIPLOS NERVOS CRANIANOS NA SARCOIDOSE (D86 8+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G533,PARALISIAS DE MULTIPLOS NERVOS CRANIANOS EM DOENCAS NEOPLASTICAS (C00-D48+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G538,OUTROS TRANSTORNOS DE NERVOS CRANIANOS EM OUTRAS DOENCAS CLASSIF  EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G54,TRANSTORNOS DAS RAIZES E DOS PLEXOS NERVOSOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G540,TRANSTORNOS DO PLEXO BRAQUIAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G541,TRANSTORNOS DO PLEXO LOMBOSSACRAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G542,TRANSTORNOS DAS RAIZES CERVICAIS NAO CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G543,TRANSTORNOS DAS RAIZES TORACICAS NAO CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G544,TRANSTORNOS DAS RAIZES LOMBOSSACRAS NAO CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G545,AMIOTROFIA NEVRALGICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G546,SINDROME DOLOROSA DO MEMBRO FANTASMA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G547,SINDROME DO MEMBRO FANTASMA SEM MANIFESTACAO DOLOROSA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G548,OUTROS TRANSTORNOS DAS RAIZES E DOS PLEXOS NERVOSOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G549,TRANSTORNO NAO ESPECIFICADO DAS RAIZES E DOS PLEXOS NERVOSOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G55,COMPRESSOES DAS RAIZES E DOS PLEXOS NERVOSOS EM DOENCAS CLASSIFICADAS EM OUTRA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G550,COMPRESSOES DAS RAIZES E DOS PLEXOS NERVOSOS EM DOENCAS NEOPLASICAS (C00-D48+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G551,COMPRESSOES DAS RAIZES E DOS PLEXOS NERV EM TRANST DOS DISCOS INTERV (M50-M51+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G552,COMPRESSOES DAS RAIZES E DOS PLEXOS NERVOSOS NA ESPONDILOSE (M47 -+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G553,"COMPRESSOES RAIZES E DOS PLEXOS NERV EM OUTRAS DORSOP (M45-M46+,M48 -+M53-M54+)"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G558,COMPRESSOES DAS RAIZES E DOS PLEXOS NERV EM OUTRAS DOENCAS CLASSIF EM OU/PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G56,MONONEUROPATIAS DOS MEMBROS SUPERIORES
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G560,SINDROME DO TUNEL DO CARPO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G561,OUTRAS LESOES DO NERVO MEDIANO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G562,LESOES DO NERVO CUBITAL {ULNAR}
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G563,LESAO DO NERVO RADIAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G564,CAUSALGIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G568,OUTRAS MONONEUROPATIA DOS MEMBROS SUPERIORES
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G569,"MONONEUROPATIA DOS MEMBROS SUPERIORES, NAO ESPECIFICADA"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G57,MONONEUROPATIAS DOS MEMBROS INFERIORES
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G570,LESAO DO NERVO CIATICO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G571,MERALGIA PARESTESICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G572,LESAO DO NERVO FEMORAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G573,LESAO DO NERVO POPLITEO LATERAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G574,LESAO DO NERVO POPLITEO MEDIAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G575,SINDROME DO TUNEL DO TARSO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G576,LESAO DO NERVO PLANTAR
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G578,OUTRAS MONONEUROPATIAS DOS MEBROS INFERIORES
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G579,"MONONEUROPATIA DOS MEMBROS INFERIORES, NAO ESPECIFICADA"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G58,OUTRAS MONONEUROPATIAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G580,NEUROPATIA INTERCOSTAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G587,MONONEURITE MULTIPLA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G588,OUTRAS MONONEUROPATIAS ESPECIFICADAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G589,"MONONEUROPATIA, NAO ESPECIFICADA"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G59,MONONEUROPATIAS EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G590,MONONEUROPATIA DIABETICA (E10-E14+ COM QUARTO CARATER COMUM 4)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G598,OUTRAS MONONEUROPATIAS EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G60,NEUROPATIA HEREDITARIA E IDIOPATICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G600,NEUROPATIA HEREDITARIA MOTORA E SENSORIAL
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G601,DOENCA DE REFSUM
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G602,NEUROPATIA ASSOCIADA A ATAXIA HEREDITARIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G603,NEUROPATIA PROGRESSIVA IDIOPATICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G608,OUTRAS NEUROPATIAS HEREDITARIAS E IDIOPATICAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G609,NEUROPATIA HEREDITARIA E IDIOPATICA NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G61,POLINEUROPATIA INFLAMATORIA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G610,SINDROME DE GUILLAIN-BARRE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G611,NEUROPATIA SERICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G618,OUTRAS POLINEUROPATIAS INFLAMATORIAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G619,POLINEUROPATIA INFLAMATORIA NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G62,OUTRAS POLINEUROPATIAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G620,POLINEUROPATIA INDUZIDA POR DROGAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G621,POLINEUROPATIA ALCOOLICA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G622,POLINEUROPATIA DEVIDA A OUTROS AGENTES TOXICOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G628,OUTRAS POLINEUROPATIAS ESPECIFICADAS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G629,POLINEUROPATIA NAO ESPECIFICADA
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G63,POLINEUROPATIA EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G630,POLINEUROPATIA EM DOENCAS INFEC E PARASITARIAS CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G631,POLINEUROPATIA EM DOENCAS NEOPLASICAS (C00-D48+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G632,POLINEUROPATIA DIABETICA (E10-E14+ COM QUARTO CARATER COMUM 4)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G633,"POLINEUROPATIA EM OUTRAS DOEN ENDOC E METAB (E00-E07+,E15-E16+,E20-E34+,E70-E89+"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G634,POLINEUROPATIA EM DEFICIENCIAS NUTRICIONAIS (E40-E64+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G635,POLINEUROPATIA EM DOENCAS SISTEMICAS DO TECIDO CONJUNTIVO (M30-M35+)
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G636,"POLINEUROPATIA EM OUTROS TRANSTORNOS OSTEOMUSCULARES (M00-M25+, M40-M96+)"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G638,POLINEUROPATIA EM OUTRAS DOENCAS CLASSIFICADAS EM OUTRA PARTE
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G64,OUTROS TRANSTORNOS DO SISTEMA NERVOSO PERIFERICO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G70,MIASTENIA GRAVIS E OUTROS TRANSTORNOS NEUROMUSCULARES
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G700,MIASTENIA GRAVIS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G701,TRANSTORNOS MIONEURAIS TOXICOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G702,MIASTENIA CONGENITA E DO DESENVOLVIMENTO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G708,OUTROS TRANSTORNOS MIONEURAIS ESPECIFICADOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G709,TRANSTORNO MIONEURAL NAO ESPECIFICADO
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G71,TRANSTORNOS PRIMARIOS DOS MOSCULOS
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G710,DISTROFIA MUSCULAR
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G711,"TRANSTORNOS ,MIOTONICOS"
6,DOENCAS DO SISTEMA NERVOSO (G00-G99),G712,MIOPATIAS CONGENITAS
