cid_id,cid_10,descritor_cid
1455,D001,CARCINOMA IN SITU DO ESOFAGO
1456,D002,CARCIMONA IN SITU DO ESTOMAGO
1457,D01,CARCIMONA IN SITU DE OUTROS ORGAOS DIGESTIVOS
1458,D010,CARCINOMA IN SITU DO COLON
1459,D011,CARCINOMA IN SITU DA JUNCAO RETROSSIGMOIDEA
1460,D012,CARCINOMA IN SITU DO RETO
1461,D013,CARCINOMA IN SITU DO ANUS E CANAL ANAL
1462,D014,CARCINOMA IN SITU DE OUTRAS PARTES DO INTESTINO E AS NE
1463,D015,"CARCINOMA IN SITU DO FIGADO, VESICULA BILIAR E VIAS BILIARES"
1464,D017,CARCINOMA IN SITU DE OUTROS ORGAOS ESPECIFICADOS DO APARELHO DIGESTIVO
1465,D019,"CARCINOMA IN SITU DOS ORGAOS DIGESTIVOS, NE"
1466,D02,CARCINOMA IN SITU DO OUVIDO MEDIO E DO APARELHO RESPIRATORIO
1467,D020,CARCINOMA IN SITU DA LARINGE
1468,D021,CARCINOMA IN SITU DA TRAQUEIA
1469,D022,CARCINOMA IN SITU DOS BRONQUIOS E PULMOES
1470,D023,OUTRAS PARTES DO APARELHO RESPIRATORIO
1471,D027,CARCINOMA IN SITU DE OUTRAS PARTES DO APARELHO RESPIRATORIO
1472,D029,"CARCINOMA IN SITU DO APARELHO RESPIRATORIO, NE"
1473,D03,MELANOMA IN SITU
1474,D030,MELANOMA IN SITU DO LABIO
1475,D031,"MELANOMA IN SITU DA PALPEBRA, INCLUINDO O CANTO"
1476,D032,MELANOMA IN SITU DA ORELHA E DO CONDUTO AUDITIVO EXTERNO
1477,D033,"MELANOMA IN SITU DE OUTRAS PARTES, E DE PARTES NE DA FACE"
1478,D034,MELANOMA IN SITU DO COURO CABELUDO E DO PESCOCO
1479,D035,MELANOMA IN SITU DO TRONCO
1480,D036,"MELANOMA IN SITU DOS MEMBROS SUPERIORES, INCLUINDO OMBRO"
1481,D037,"MELANOMA IN SITU DOS MEMBROS INFERIORES, INCLUINDO QUADRIL"
1482,D038,MELANOMA IN SITU DE OUTRAS LOCALIZACOES
1483,D039,"MELANOMA IN SITU, NE"
1484,D04,CARCINOMA IN SITU DA PELE
1485,D040,CARCINOMA IN SITU DA PELE DO LABIO
1486,D041,"CARCINOMA IN SITU DA PELE DA PALPEBRA, INCLUINDO O CANTO"
1487,D042,CARCINOMA IN SITU DA PELE DA ORELHA E DO CONDUTO AUDITIVO EXTERNO
1488,D043,CARCINOMA IN SITU DA PELE DE OUTRAS PARTES E DE PARTES NE DA FACE
1489,D044,CARCINOMA IN SITU DA PELE DO COURO CABELUDO E DO PESCOCO
1490,D045,CARCINOMA IN SITU DA PELE DO TRONCO
1491,D046,"CARCINOMA IN SITU DA PELE DOS MEMBROS SUPERIORES, INCLUINDO OMBRO"
1492,D047,"CARCINOMA IN SITU DA PELE DOS MEMBROS INFERIORES, INCLUINDO QUADRIL"
1493,D048,CARCINOMA IN SITU DA PELE DE OUTRAS LOCALIZACOES
1494,D049,"CARCINOMA IN SITU DA PELE, NE"
1495,D05,CARCINOMA IN SITU DA MAMA
1496,D050,CARCINOMA LOBULAR IN SITU
1497,D051,CARCINOMA INTRADUCTAL IN SITU
1498,D057,OUTROS CARCINOMAS IN SITU
1499,D059,"CARCINOMA IN SITU DA MAMA, NE"
1500,D06,CARCINOMA IN SITU DO COLO DO UTERO (CERVIX)
1501,D060,CARCINOMA IN SITU DO ENDOCERVIX
1502,D061,CARCINOMA IN SITU DO EXOCERVIX
1503,D067,CARCINOMA IN SITU DE OUTRAS PARTES DO COLO DO UTERO
1504,D069,"CARCINOMA IN SITU DO COLO DO UTERO, NE"
1505,D07,CARCINOMA IN SITU DE OUTROS ORGAOS GENITAIS E DOS NAO ESPECIFICADOS
1506,D070,CARCINOMA IN SITU DO ENDOMETRIO
1507,D071,CARCINOMA IN SITU DA VULVA
1508,D072,CARCINOMA IN SITU DA VAGINA
1509,D073,CARCINOMA IN SITU DE OUTROS ORGAOS GENITAIS FEMININOS E OS NE
1510,D074,CARCINOMA IN SITU DO PENIS
1511,D075,CARCINOMA IN SITU DA PROSTATA
1512,D076,CARCINOMA IN SITU DE OUTROS ORGAOS GENITAIS MASCULINOS E OS NE
1513,D09,CARCINOMA IN SITU DE OUTRAS LOCALIZACOES E DAS NAO ESPECIFICADAS
1514,D090,CARCINOMA IN SITU DA BEXIGA
1515,D091,CARCINOMA IN SITU DE OUTROS ORGAOS URINARIOS E OS NE
1516,D092,CARCINOMA IN SITU DO OLHO
1517,D093,CARCINOMA IN SITU DA TIREOIDE E DE OUTRAS GLANDULAS ENDOCRINAS
1518,D097,CARCINOMA IN SITU DE OUTRAS LOCALIZACOES ESPECIFICADAS
1519,D099,"CARCINOMA IN SITU, NE"
1520,D10,NEOPLASIA BENIGNA DA BOCA E DA FARINGE
1521,D100,NEOPLASIA BENIGNA DOS LABIOS
1522,D101,NEOPLASIA BENIGNA DA LINGUA
1523,D102,NEOPLASIA BENIGNA DO ASSOALHO DA BOCA
1524,D103,NEOPLASIA BENIGNA DE OUTRAS PARTES DA BOCA E AS NE
1525,D104,NEOPLASIA BENIGNA DA AMIGDALA
1526,D105,NEOPLASIA BENIGNA DE OUTRAS PARTES DA OROFARINGE
1527,D106,NEOPLASIA BENIGNA DA NASOFARINGE
1528,D107,NEOPLASIA BENIGNA DA HIPOFARINGE
1529,D109,NEOPLASIA BENIGNA DA FARINGE NE
1530,D11,NEOPLASIA BENIGNA DE GLANDULAS SALIVARES MAIORES
1531,D110,NEOPLASIA BENIGNA DA GLANDULA PAROTIDA
1532,D117,NEOPLASIA BENIGNA DE OUTRAS GLANDULAS SALIVARES MAIORES
1533,D119,"NEOPLASIA BENIGNA DA GLANDULA SALIVAR MAIOR, NE"
1534,D12,"NEOPLASIA BENIGNA DO COLON, RETO, CANAL ANAL E ANUS"
1535,D120,NEOPLASIA BENIGNA DO CECO
1536,D121,NEOPLASIA BENIGNA DO APENDICE (VERMIFORME)
1537,D122,NEOPLASIA BENIGNA DO COLON ASCENDENTE
1538,D123,NEOPLASIA BENIGNA DO COLON TRANSVERSO
1539,D124,NEOPLASIA BENIGNA DO COLON DESCENDENTE
1540,D125,NEOPLASIA BENIGNA DO COLON SIGMOIDE
1541,D126,"NEOPLASIA BENIGNA DO COLON, NE"
1542,D127,NEOPLASIA BENIGNA DA JUNCAO RETOSSIGMOIDE
1543,D128,NEOPLASIA BENIGNA DO RETO
1544,D129,NEOPLASIA BENIGNA DO CANAL ANAL E ANUS
1545,D13,NEOPLASIA BENIGNA DE OUTRAS PARTES E DE PARTES MAL DEFINIDAS DO APARELHO DIGES
1546,D130,NEOPLASIA BENIGNA DO ESOFAGO
1547,D131,NEOPLASIA BENIGNA DO ESTOMAGO
1548,D132,NEOPLASIA BENIGNA DO DUODENO
1549,D133,NEOPLASIA BENIGNA DE OUTRAS PARTES E PARTES NE DO INTESTINO DELGADO
1550,D134,NEOPLASIA BENIGNA DO FIGADO
1551,D135,NEOPLASIA BENIGNA DAS VIAS BILIARES EXTRA-HEPATICAS
1552,D136,NEOPLASIA BENIGNA DO PANCREAS
1553,D137,NEOPLASIA BENIGNA DO PANCREAS ENDOCRINO
1554,D139,NEOPLASIA BENIGNA DE LOCALIZACOES MAL DEFINIDAS DO APARELHO DIGESTIVO
1555,D14,NEOPLASIA BENIGNA DO OUVIDO MEDIO E DO APARELHO RESPIRATORIO
1556,D140,"NEOPLASIA BENIGNA DO OUVIDO MEDIO, CAVIDADE NASAL E SEIOS PARANASAIS"
1557,D141,NEOPLASIA BENIGNA DA LARINGE
1558,D142,NEOPLASIA BENIGNA DA TRAQUEIA
1559,D143,NEOPLASIA BENIGNA DOS BRONQUIOS E PULMAO
1560,D144,"NEOPLASIA BENIGNA DO APARELHO RESPIRATORIO, NE"
1561,D15,NEOPLASIA BENIGNA DE OUTROS ORGAOS INTRATORACICOS E DOS NAO ESPECIFICADOS
1562,D150,NEOPLASIA BENIGNA DO TIMO
1563,D151,NEOPLASIA BENIGNA DO CORACAO
1564,D152,NEOPLASIA BENIGNA DO MEDIASTINO
1565,D157,NEOPLASIA BENIGNA DE OUTROS ORGAOS INTRATORACICOS ESPECIFICADOS
1566,D159,"NEOPLASIA BENIGNA DE ORGAO INTRATORACICO, NE"
1567,D16,NEOPLASIA BENIGNA DE OSSO E DE CARTILAGEM ARTICULAR
1568,D160,NEOPLASIA BENIGNA DA OMOPLATA [ESCAPULA] E OSSOS LONGOS DOS MEMBROS SUPERIORES
1569,D161,NEOPLASIA BENIGNA DOS OSSOS CURTOS DOS MEMBROS SUPERIORES
1570,D162,NEOPLASIA BENIGNA DOS OSSOS LONGOS DOS MEMBROS INFERIORES
1571,D163,NEOPLASIA BENIGNA DOS OSSOS CURTOS DOS MEMBROS INFERIORES
1572,D164,NEOPLASIA BENIGNA DOS OSSOS DO CRANIO E DA FACE
1573,D165,NEOPLASIA BENIGNA DO OSSO DA MANDIBULA
1574,D166,NEOPLASIA BENIGNA DA COLUNA VERTEBRAL
1575,D167,"NEOPLASIA BENIGNA DAS COSTELAS, DO ESTERNO E DA CLAVICULA"
1576,D168,"NEOPLASIA BENIGNA DOS OSSOS PELVICOS, SACRO E COCCIX"
1577,D169,"NEOPLASIA BENIGNA DO OSSO E CARTILAGEM ARTICULAR, NE"
1578,D17,NEOPLASIA LIPOMATOSA BENIGNA
1579,D170,"NEOPLASIA LIPOMATOSA BENIGNA DA PELE E DO TECIDO SUBCUTANEO DA CABECA, FACE E PE"
1580,D171,NEOPLASIA LIPOMATOSA BENIGNA DA PELE E TECIDO SUBCUTANEO DO TRONCO
1581,D172,NEOPLASIA LIPOMATOSA BENIGNA DA PELE E TECIDO SUBCUTANEO DOS MEMBROS
1582,D173,NEOPLASIA LIPOMATOSA BENIGNA DA PELE E TECIDO SUBCUTANEO DE OUTRAS LOCALIZACOES
1583,D174,NEOPLASIA LIPOMATOSA BENIGNA DE ORGAOS INTRATORACICOS
1584,D175,NEOPLASIA LIPOMATOSA BENIGNA DE ORGAOS INTRA-ABDOMINAIS
1585,D176,NEOPLASIA LIPOMATOSA BENIGNA DO CORDAO ESPERMATICO
1586,D177,NEOPLASIA LIPOMATOSA BENIGNA DE OUTRAS LOCALIZACOES
1587,D179,NEOPLASIA LIPOMATOSA BENIGNA DE LOCALIZACAO NE
1588,D18,HEMANGIOMA E LINFANGIOMA DE QUALQUER LOCALIZACAO
1589,D180,HEMANGIOMA DE QUALQUER LOCALIZACAO
1590,D181,LINFANGIOMA DE QUALQUER LOCALIZACAO
1591,D19,NEOPLASIA BENIGNA DE TECIDO MESOTELIAL
1592,D190,NEOPLASIA BENIGNA DO TECIDO MESOTELIAL DA PLEURA
1593,D191,NEOPLASIA BENIGNA DO TECIDO MESOTELIAL DO PERITONIO
1594,D197,NEOPLASIA BENIGNA DO TECIDO MESOTELIAL DE OUTRAS LOCALIZACOES
1595,D199,"NEOPLASIA BENIGNA DO TECIDO MESOTELIAL, NE"
1596,D20,NEOPLASIA BENIGNA DE TECIDO MOLE DO RETROPERITONIO E DO PERITONIO
1597,D200,NEOPLASIA BENIGNA DO RETROPERITONIO
1598,D201,NEOPLASIA BENIGNA DO PERITONIO
1599,D21,OUTRAS NEOPLASIAS BENIGNAS DO TECIDO CONJUNTIVO E DE OUTROS TECIDOS MOLES
1600,D210,"NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES DA CABECA, FACE E"
1601,D211,NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES DOS MEMBROS SUPERI
1602,D212,NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES DOS MEMBROS INFERI
1603,D213,NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES DO TORAX
1604,D214,NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES DO ABDOME
1605,D215,NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES DA PELVE
1606,D216,"NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES DO TRONCO, NAO ESPEC"
1607,D219,"NEOPLASIA BENIGNA DO TECIDO CONJUNTIVO E OUTROS TECIDOS MOLES, SEM OUTRA ESPECIF"
1608,D22,NEVOS MELANOCITICOS
1609,D220,NEVO MELANOCITICO DO LABIO
1610,D221,"NEVO MELANOCITICO DA PALPEBRA, INCLUINDO O CANTO"
1611,D222,NEVO MELANOCITICO DA ORELHA E DO CONDUTO AUDITIVO EXTERNO
1612,D223,NEVO MELANOCITICO DE OUTRAS PARTES E DE PARTES NE DA FACE
1613,D224,NEVO MELANOCITICO DO COURO CABELUDO E DO PESCOCO
1614,D225,NEVO MELANOCITICO DO TRONCO
1615,D226,"NEVO MELANOCITICO DOS MEMBROS SUPERIORES, INCLUINDO OMBRO"
1616,D227,"NEVO MELANOCITICO DOS MEMBROS INFERIORES, INCLUINDO QUADRIL"
1617,D229,"NEVO MELANOCITICO, NE"
1618,D23,OUTRAS NEOPLASIAS BENIGNAS DA PELE
1619,D230,NEOPLASIA BENIGNA DA PELE DOS LABIOS
1620,D231,"NEOPLASIA BENIGNA DA PELE DA PALPEBRA, INCLUINDO O CANTO"
1621,D232,NEOPLASIA BENIGNA DA PELE DA ORELHA E DO CONDUTO AUDITIVO EXTERNO
1622,D233,NEOPLASIA BENIGNA DA PELE DE OUTRAS PARTES E DE PARTES NE DA FACE
1623,D234,NEOPLASIA BENIGNA DA PELE DO COURO CABELUDO E DO PESCOCO
1624,D235,NEOPLASIA BENIGNA DA PELE DO TRONCO
1625,D236,"NEOPLASIA BENIGNA DA PELE DOS MEMBROS SUPERIORES, INCLUINDO O OMBRO"
1626,D237,"NEOPLASIA BENIGNA DA PELE DOS MEMBROS INFERIORES, INCLUINDO O QUADRIL"
1627,D239,"NEOPLASIA BENIGNA DA PELE, NE"
1628,D24,NEOPLASIA BENIGNA DA MAMA
1629,D240,NEOPL BENIG DA MAMA
1630,D25,LEIOMIOMA DO UTERO
1631,D250,LEIOMIOMA SUBMUCOSO DO UTERO
1632,D251,LEIOMIOMA INTRAMURAL DO UTERO
1633,D252,LEIOMIOMA SUBSEROSO DO UTERO
1634,D259,"LEIOMIOMA DO UTERO, NE"
1635,D26,OUTRAS NEOPLASIAS BENIGNAS DO UTERO
1636,D260,NEOPLASIA BENIGNA DO COLO DO UTERO
1637,D261,NEOPLASIA BENIGNA DO CORPO DO UTERO
1638,D267,NEOPLASIA BENIGNA DE OUTRAS PARTES DO UTERO
1639,D269,"NEOPLASIA BENIGNA DO UTERO, NE"
1640,D27,NEOPLASIA BENIGNA DO OVARIO
1641,D270,NEOPL BENIG DO OVARIO
1642,D28,NEOPLASIA BENIGNA DE OUTROS ORGAOS GENITAIS FEMININOS E DE ORGAOS NAO ESPECIFI
1643,D280,NEOPLASIA BENIGNA DA VULVA
1644,D281,NEOPLASIA BENIGNA DA VAGINA
1645,D282,NEOPLASIA BENIGNA DAS TROMPAS E LIGAMENTOS UTERINOS
1646,D287,NEOPLASIA BENIGNA DE OUTROS ORGAOS GENITAIS FEMININOS ESPECIFICADOS
1647,D289,"NEOPLASIA BENIGNA DO ORGAO GENITAL FEMININO, NE"
1648,D29,NEOPLASIA BENIGNA DOS ORGAOS GENITAIS MASCULINOS
1649,D290,NEOPLASIA BENIGNA DO PENIS
1650,D291,NEOPLASIA BENIGNA DA PROSTATA
1651,D292,NEOPLASIA BENIGNA DOS TESTICULOS
1652,D293,NEOPLASIA BENIGNA DO EPIDIDIMO
1653,D294,NEOPLASIA BENIGNA DO ESCROTO
1654,D297,NEOPLASIA BENIGNA DE OUTROS ORGAOS GENITAIS MASCULINOS
1655,D299,"NEOPLASIA BENIGNA DO ORGAO GENITAL MASCULINO, NE"
1656,D30,NEOPLASIA BENIGNA DOS ORGAOS URINARIOS
1657,D300,NEOPLASIA BENIGNA DO RIM
1658,D301,NEOPLASIA BENIGNA DA PELVE RENAL
1659,D302,NEOPLASIA BENIGNA DO URETER
1660,D303,NEOPLASIA BENIGNA DA BEXIGA
1661,D304,NEOPLASIA BENIGNA DA URETRA
1662,D307,NEOPLASIA BENIGNA DE OUTROS ORGAOS URINARIOS
1663,D309,"NEOPLASIA BENIGNA DO ORGAO URINARIO, NE"
1664,D31,NEOPLASIA BENIGNA DO OLHO E ANEXOS
1665,D310,NEOPLASIA BENIGNA DA CONJUNTIVA
1666,D311,NEOPLASIA BENIGNA DA CORNEA
1667,D312,NEOPLASIA BENIGNA DA RETINA
1668,D313,NEOPLASIA BENIGNA DA COROIDE
1669,D314,NEOPLASIA BENIGNA DO CORPO CILIAR
1670,D315,NEOPLASIA BENIGNA DAS GLANDULAS E DOS CANAIS LACRIMAIS
1671,D316,"NEOPLASIA BENIGNA DA ORBITA, NE"
1672,D319,"NEOPLASIA BENIGNA DO OLHO, NE"
1673,D32,NEOPLASIA BENIGNA DAS MENINGES
1674,D320,NEOPLASIA BENIGNA DAS MENINGES CEREBRAIS
1675,D321,NEOPLASIA BENIGNA DAS MENINGES ESPINHAIS
1676,D329,"NEOPLASIA BENIGNA DAS MENINGES, NE"
1677,D33,NEOPLASIA BENIGNA DO ENCEFALO E DE OUTRAS PARTES DO SISTEMA NERVOSO CENTRAL
1678,D330,"NEOPLASIA BENIGNA DO ENCEFALO, SUPRATENTORIAL"
1679,D331,"NEOPLASIA BENIGNA DO ENCEFALO, INFRATENTORIAL"
1680,D332,"NEOPLASIA BENIGNA DO ENCEFALO, NE"
1681,D333,NEOPLASIA BENIGNA DOS NERVOS CRANIANOS
1682,D334,NEOPLASIA BENIGNA DA MEDULA ESPINHAL
1683,D337,NEOPLASIA BENIGNA DE OUTRAS PARTES ESPECIFICADAS DO SISTEMA NERVOSO CENTRAL
1684,D339,"NEOPLASIA BENIGNA DO SISTEMA NERVOSO CENTRAL, NE"
1685,D34,NEOPLASIA BENIGNA DA GLANDULA TIREOIDE
1686,D340,NEOPL BENIG DA GLAND TIREOIDE
1687,D35,NEOPLASIA BENIGNA DE OUTRAS GLANDULAS ENDOCRINAS E DAS NAO ESPECIFICADAS
1688,D350,NEOPLASIA BENIGNA DA GLANDULA SUPRA-RENAL (ADRENAL)
1689,D351,NEOPLASIA BENIGNA DA GLANDULA PARATIREOIDE
1690,D352,NEOPLASIA BENIGNA DA GLANDULA HIPOFISE (PITUITARIA)
1691,D353,NEOPLASIA BENIGNA DO CONDUTO CRANIOFARINGEO
1692,D354,NEOPLASIA BENIGNA DA GLANDULA PINEAL
1693,D355,NEOPLASIA BENIGNA DO CORPO CAROTIDEO
1694,D356,NEOPLASIA BENIGNA DOS CORPOS AORTICOS E OUTROS PARAGANGLIOS
1695,D357,NEOPLASIA BENIGNA DE OUTRAS GLANDULAS ENDOCRINAS ESPECIFICADAS
1696,D358,NEOPLASIA BENIGNA COM COMPROMETIMENTO PLURIGLANDULAR
1697,D359,"NEOPLASIA BENIGNA DE GLANDULA ENDOCRINA, NE"
1698,D36,NEOPLASIA BENIGNA DE OUTRAS LOCALIZACOES E DE LOCALIZACOES NAO ESPECIFICADAS
1699,D360,NEOPLASIA BENIGNA DOS GANGLIOS LINFATICOS (LINFONODOS)
1700,D361,NEOPLASIA BENIGNA DOS NERVOS PERIFERICOS E SISTEMA NERVOSO AUTONOMO
1701,D367,NEOPLASIA BENIGNA DE OUTRAS LOCALIZACOES ESPECIFICADAS
1702,D369,NEOPLASIA BENIGNA DE LOCALIZACAO NE
1703,D37,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA CAVIDADE ORAL E DOS ORGA
1704,D370,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO LABIO, CAVIDADE ORAL E FAR"
1705,D371,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO ESTOMAGO
1706,D372,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO INTESTINO DELGADO
1707,D373,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO APENDICE
1708,D374,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DOS COLONS
1709,D375,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO RETO
1710,D376,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO FIGADO, VESICULA BILIAR E"
1711,D377,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE OUTROS ORGAOS DIGESTIVOS
1712,D379,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE ORGAO DIGESTIVO, NE"
1713,D38,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO OUVIDO MEDIO E DOS ORGAO
1714,D380,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA LARINGE
1715,D381,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA TRAQUEIA, BRONQUIOS E PULM"
1716,D382,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA PLEURA
1717,D383,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO MEDIASTINO
1718,D384,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO TIMO
1719,D385,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE OUTROS ORGAOS RESPIRATORIO
1720,D386,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE ORGAO RESPIRATORIO, NAO ESPE"
1721,D39,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DOS ORGAOS GENITAIS FEMININ
1722,D390,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO UTERO
1723,D391,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO OVARIO
1724,D392,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA PLACENTA
1725,D397,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE OUTROS ORGAOS GENITAIS FEM
1726,D399,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE ORGAO GENITAL FEMININO NAO E
1727,D40,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DOS ORGAOS GENITAIS MASCULI
1728,D400,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA PROSTATA
1729,D401,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO TESTICULO
1730,D407,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE OUTROS ORGAOS GENITAIS MAS
1731,D409,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE ORGAO GENITAL MASCULINO, N"
1732,D41,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DOS ORGAOS URINARIOS
1733,D410,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO RIM
1734,D411,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA PELVE RENAL
1735,D412,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO URETER
1736,D413,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA URETRA
1737,D414,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA BEXIGA
1738,D417,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE OUTROS ORGAOS URINARIOS
1739,D419,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE ORGAO URINARIO, NE"
1740,D42,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DAS MENINGES
1741,D420,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DAS MENINGES CEREBRAIS
1742,D421,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DAS MENINGES ESPINHAIS
1743,D429,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DAS MENINGES NE
1744,D43,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO ENCEFALO E DO SISTEMA NE
1745,D430,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO ENCEFALO, SUPRATENTORIAL"
1746,D431,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO ENCEFALO, INFRATENTORIAL"
1747,D432,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO ENCEFALO, NE"
1748,D433,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DOS NERVOS CRANIANOS
1749,D434,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA MEDULA ESPINHAL
1750,D437,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE OUTRAS PARTES DO SISTEMA N
1751,D439,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO SISTEMA NERVOSO CENTRAL, N"
1752,D44,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DAS GLANDULAS ENDOCRINAS
1753,D440,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA GLANDULA TIREOIDE
1754,D441,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA GLANDULA SUPRA-RENAL (ADRE
1755,D442,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA GLANDULA PARATIREOIDE
1756,D443,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA GLANDULA HIPOFISE (PITUITA
1757,D444,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO CONDUTO CRANIOFARINGEO
1758,D445,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DA GLANDULA PINEAL
1759,D446,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DO CORPO CAROTIDEO
1760,D447,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DOS CORPOS AORTICOS E OUTROS
1761,D448,NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO COM COMPROMETIMENTO PLURIGLAN
1762,D449,"NEOPLASIA DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE GLANDULA ENDOCRINA, NAO ESPE"
1763,D45,POLICITEMIA VERA
1764,D450,POLICITEMIA VERA
1765,D46,SINDROMES MIELODISPLASICAS
1766,D460,ANEMIA REFRATARIA SEM SIDEROBLASTOS
1767,D461,ANEMIA REFRATARIA COM SIDEROBLASTOS
1768,D462,ANEMIA REFRATARIA COM EXCESSO DE BLASTOS
1769,D463,ANEMIA REFRATARIA COM EXCESSO DE BLASTOS COM TRANSFORMACAO
1770,D464,"ANEMIA REFRATARIA, NE"
1771,D467,OUTRAS SINDROMES MIELODISPLASICAS
1772,D469,"SINDROME MIELODISPLASICA, NE"
1773,D47,OUTRAS NEOPLASIAS DE COMPORTAMENTO INCERTO OU DESCONHECIDO DOS TECIDOS LINFATI
1774,D470,TUMORES DE COMPORTAMENTO INCERTO OU DESCONHECIDO DE MASTOCITOS E CELULAS HISTIOC
1775,D471,DOENCA MIELOPROLIFERATIVA CRONICA
1776,D472,GAMOPATIA MONOCLONAL
1777,D473,TROMBOCITEMIA ESSENCIAL (HEMORRAGICA)
1778,D477,OUTRAS NEOPLASIAS ESPECIFICADAS DE COMPORTAMENTO INCERTO OU DESCONHECIDO DOS TEC
