cid_10,descritor_cid
H350,RETINOPATIAS DE FUNDO E ALTERACOES VASCULARES DA RETINA
H351,RETINOPATIA DA PREMATURIDADE
H352,OUTRAS RETINOPATIAS PROLIFERATIVAS
H353,DEGENERACAO DA MACULA E DO POLO POSTERIOR
H354,DEGENERACOES PERIFERICAS DA RETINA
H355,DISTROFIAS HEREDITARIAS DA RETINA
H356,HEMORRAGIA RETINIANA
H357,SEPARACAO DAS CAMADAS DA RETINA
H358,OUTROS TRANSTORNOS ESPECIFICADOS DA RETINA
H359,"TRANSTORNO DA RETINA, NAO ESPECIFICADO"
H36,TRANSTORNOS DA RETINA EM DOENCAS CLASSICADAS EM OUTRA PARTE
H360,RETINOPATIA DIABETICA (E10-E14+ COM QUARTO CARATER COMUM 3)
H368,OUTROS TRANSTORNOS RETINIANOS EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
H40,GLAUCOMA
H400,SUSPEITA DE GLAUCOMA
H401,GLAUCOMA PRIMARIO DE ANGULO ABERTO
H402,GLAUCOMA PRIMARIO DE ANGULO FECHADO
H403,GLAUCOMA SECUNDARIO A TRAUMATISMO OCULAR
H404,GLAUCOMA SECUNDARIO A INFLAMACAO OCULAR
H405,GLAUCOMA SECUNDARIO E OUTROS TRANSTORNOS DO OLHO
H406,GLAUCOMA SECUNDARIO A DROGAS
H408,OUTRO GLAUCOMA
H409,GLAUCOMA NAO ESPECIFICADO
H42,GLAUCOMA EM DOENCAS CLASS.EM OUTRA PARTE
H420,"GLAUCOMA EM DOENCAS ENDOCRINAS, NUTRICIONAIS E METAB CLASSIF EM OUTRA PARTE"
H428,GLAUCOMA EM OUTRAS DOENCAS CLASSIFICADAS EM OUTRA PARTE
H43,TRANSTORNOS DO HUMOR VITREO
H430,PROLAPSO DO HUMOR VITREO
H431,HEMORRAGIA DO HUMOR VITREO
H432,DEPOSITOS CRISTALINOS NO HUMOR VITREO
H433,OUTRAS OPACIDADES DO VITREO
H438,OUTROS TRANSTORNOS DO HUMOR VITREO
H439,TRANSTORNO NAO ESPECIFICADO DO HUMOR VITREO
H44,TRANSTORNOS DO GLOBO OCULAR
H440,ENDOFTALMITE PURULENTA
H441,OUTRAS ENDOFTALMITES
H442,MIOPIA DEGENERATIVA
H443,OUTROS TRANSTORNOS DEGENERATIVOS DO GLOBO OCULAR
H444,HIPOTONIA DO OLHO
H445,AFECCOES DEGENERATIVAS DO GLOBO OCULAR
H446,"CORPO ESTRANHO RETIDO (ANTIGO)INTRA-OCULAR, DE NATUREZA MAGNETICA"
H447,"CORPO ESTRANHO RETIDO (ANTIGO)INTRA-OCULAR, DE NATUREZA NAO-MAGNETICA"
H448,OUTROS TRANSTORNOS DO GLOBO OCULAR
H449,TRANSTORNO NAO ESPECIFICADO DO GLOBO OCULAR
H45,TRANSTORNOS DO HUMOR VITREO E DO GLOBO OCULAR EM DOENCAS CLASS.EM OUTRA PARTE
H450,HEMORRAGIA VITREA EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
H451,ENDOFTALMITE EM DOENCAS CLASSIFICADAS EM OUTRA PARTE
H458,OUTROS TRANSTORNOS DO HUMOR VITREO E DO GLOBO OCULAR EM DOENCAS CLAS EM OUTRA PARTE
H46,NEURITE OPTICA
H47,OUTROS TRANSTORNOS DO NERVO OPTICO E DAS VIAS OPTICAS
H470,"TRANSTORNOS DO NERVO OPTICO,NAO CLASSIFICADOS EM OUTRA PARTE"
H471,"PAPILEDEMA, NAO ESPECIFICADO"
H472,ATROFIA OPTICA
H473,OUTROS TRANSTORNOS DO DISCO OPTICO
H474,TRANSTORNOS DO QUIASMA OPTICO
H475,TRANSTORNOS DE OUTRAS VIAS OPTICAS
H476,TRANSTORNOS DO CORTEX VISUAL
H477,TRANSTORNO NAO ESPECIFICADO DAS VIAS OPTICAS
H48,TRANSTORNOS DO NERVO OPTICO [SEGUNDO PAR] E DAS VIAS OPTICAS EM DOENCAS CLASS.
H480,ATROFIA OPTICA EM DOENCAS CLASSIF  EM OUTRA PARTE
H481,NEURITE RETROBULBAR EM DOENCAS CLASSIF  EM OUTRA PARTE
H488,OUTROS TRANSTORNOS DO NERVO OPTICO E DAS VIAS OPTICAS EM DOENCAS CLAS EM OUTRA PARTE
H49,ESTRABISMO PARALITICO
H490,PARALISIA DO TERCEIRO PAR {OCULOMOTOR}
H491,PARALISIA DO QUARTO PAR {TROCLEAR}
H492,PARALISIA DO SEXTO PAR {ABDUCENTE}
H493,OFTALMOPLEGIA TOTAL (EXTERNA)
H494,OFTALMOPLEXIA EXTERNA PROGRESSIVA
H498,OUTROS ESTRABISMOS PARALITICOS
H499,"ESTRABISMO PARALITICO, NAO ESPECIFICADO"
H50,OUTROS ESTRABISMOS
H500,ESTRABISMO CONVERGENTE CONCOMITANTE
H501,ESTRABISMO DIVERGENTE CONCOMITANTE
H502,ESTRABISMO VERTICAL
H503,HETEROTROPIA INTERMITENTE
H504,OUTRAS HETEROTROPIAS E AS NAO ESPECIFICADAS
H505,HETEROFORIA
H506,ESTRABISMO MECANICO
H508,OUTROS ESTRABISMO ESPECIFICADOS
H509,ESTRABISMO NAO ESPECIFICADO
H51,OUTROS TRANSTORNOS DO MOVIMENTO BINOCULAR
H510,PARALISIA DO OLHAR CONJUGADO
H511,INSUFICIENCIA OU EXCESSO DE CONVERGENCIA
H512,OFTALMOPLEGIA INTERNUCLEAR
H518,OUTROS TRANSTORNOS ESPECIFICADOS DO MOVIMENTO BINOCULAR
H519,TRANSTORNO NAO ESPECIFICADO DO MOVIMENTO BINOCULAR
H52,TRANSTORNOS DA REFRACAO E DA ACOMODACAO
H520,HIPERMETROPIA
H521,MIOPIA
H522,ASTIGMATISMO
H523,ANISOMETROPIA E ANISEICONIA
H524,PRESBIOPIA
H525,TRANSTORNOS DA ACOMODACAO
H526,OUTROS TRANSTORNOS DA REFRACAO
H527,TRANSTORNO NAO ESPECIFICADO DA REFRACAO
H53,DISTURBIOS VISUAIS
H530,AMBLIOPIA POR ANOPSIA
H531,DISTURBIOS VISUAIS SUBJETIVOS
H532,DIPLOPIA
H533,OUTROS TRANSTORNOS DA VISAO BINOCULAR
H534,DEFEITOS DO CAMPO VISUAL
H535,DEFICIENCIAS DA VISAO CROMATICA
H536,CEGUEIRA NOTURNA
H538,OUTROS DISTURBIOS VISUAIS
H539,DISTURBIO VISUAL NAO ESPECIFICADO
H54,CEGUEIRA E VISAO SUBNORMAL
H540,"CEGUEIRA, AMBOS OS OLHOS"
H541,CEGUEIRA EM UM OLHO E VISAO SUBNORMAL EM OUTRO
H542,VISAO SUBNORMAL DE AMBOS OS OLHOS
H543,PERDA NAO QUALIFICADA DA VISAO AMBOS OLHOS
H544,CEGUEIRA EM UM OLHO
H545,VISAO SUBNORMAL EM UM OLHO
H546,PERDA NAO QUALIFICADA DA VISAO EM UM OLHO
H547,PERDA NAO ESPECIFICADA DA VISAO
H55,NISTAGMO E OUTROS MOVIMENTOS IRREGULARES DO OLHO
H57,OUTROS TRANSTORNOS DO OLHO E ANEXOS
H570,ANOMALIAS DA FUNCAO PUPILAR
H571,DOR OCULAR
H578,OUTROS TRANSTORNOS ESPECIFICADOS DO OLHO E ANEXOS
H579,TRANSTORNO NAO ESPECIFICADO DO OLHO E ANEXOS
H58,OUTROS TRANSTORNOS DO OLHO E ANEXOS EM DOENCAS CLASS.EM OUTRA PARTE
H580,ANOMALIAS DA FUNCAO PUPILAR EM DOENCAS CLASSIF  EM OUTRA PARTE
H581,DISTURBIOS VISUAIS EM DOENCAS CLASSIF EM OUTRA PARTE
H588,OUTROS TRANSTORNOS ESPECIF DO OLHO E ANEXOS EM DOENCAS CLASSIF  EM OUTRA PARTE
H59,TRANSTORNOS DO OLHO E ANEXOS POS-PROCEDIMENTO NAO CLASS. EM OUTRA PARTE
H590,SINDROME VITREA SUBSEQUENTE A CIRURGIA DE CATARATA
H598,OUTROS TRANSTORNOS DO OLHO E ANEXOS POS-PROCEDIMENTOS
H599,TRANSTORNO NAO ESPECIFICADO DO OLHO E ANEXOS POS-PROCEDIMENTO
H60,OTITE EXTERNA
H600,ABSCESSO DO OUVIDO EXTERNO
H601,CELULITE DO OUVIDO EXTERNO
H602,OTITE EXTERNA MALIGNA
H603,OUTRAS OTITES EXTERNAS INFECCIOSAS
H604,COLESTEATOMA DO OUVIDO EXTERNO
H605,OTITE EXTERNA AGUDA NAO-INFECCIOSA
H608,OUTRAS OTITES EXTERNAS
H609,OTITE EXTERNA NAO ESPECIFICADA
H61,OUTROS TRANSTORNOS DO OUVIDO EXTERNO
H610,PERICONDRITE DO PAVILHAO DA ORELHA
H611,TRANSTORNO NAO-INFECCIOSOS DO PAVILHAO DA ORELHA
H612,CERUME IMPACTADO
H613,ESTENOSE ADQUIRIDA DO CONDUTO AUDITIVO EXTERNO
H618,OUTROS TRANSTORNOS ESPECIFICADOS DO OUVIDO EXTERNO
H619,TRANSTORNO NAO ESPECIFICADO DO OUVIDO EXTERNO
H62,TRANSTORNOS DO OUVIDO EXTERNO EM DOENCAS CLASS. EM OUTRA PARTE
H620,OTITE EXTERNA EM DOENCAS BACTERIANAS CLASSIFICADA EM OUTRA PARTE
H621,OTITE EXTERNA EM DOENCAS VIRAIS CLASSIF  EM OUTRA PARTE
H622,OTITE EXTERNA EM MICOSES
H623,OTITE EXTER EM OUTRAS DOENCAS INFEC E PARAS CLASSIF EM OUTRA PARTE
H624,OTITE EXTERNA EM OUTRAS DOENCAS CLASSIF EM OUTRA PARTE
H628,OUTROS TRANSTORNOS  DO OUVIDO EXERT EM DOENCAS CLASSIF EM OUTRA PARTE
H65,OTITE MEDIA NAO-SUPURATIVA
H650,OTITE MEDIA AGUDA SEROSA
H651,OUTRAS OTITES MEDIAS AGUDAS NAO-SUPURATIVAS
H652,OTITE MEDIA SEROSA CRONICA
H653,OTITE MEDIA MUCOIDE CRONICA
H654,OUTRAS OTITES MEDIAS CRONICAS NAO-SUPURATIVAS
H659,"OTITE MEDIA NAO-SUPURATIVA, NAO ESPECIFICADA"
H66,OTITE MEDIA SUPURATIVA E AS NAO ESPECIFICADAS
H660,OTITE MEDIA AGUDA SUPURATIVA
H661,OTITE MEDIA TUBOTIMPANICA SUPURATIVA CRONICA
H662,OTITE MEDIA ATICO-ANTRAL SUPURATIVA CRONICA
H663,OUTRAS OTITES MEDIAS SUPURATIVAS CRONICAS
H664,OTITE MEDIA SUPURATIVA NAO ESPECIFICADA
H669,OTITE MEDIA NAO ESPECIFICADA
H67,OTITE MEDIA EM DOENCAS CLASS. EM OUTRA PARTE
H670,OTITE MEDIA EM DOENCAS BACTERIANAS CLASSIF EM OUTRA PARTE
H671,OTITE MEDIA EM DOENCAS VIRAIS CLASSIF EM OUTRA PARTE
H678,OTITE MEDIA EM OUTRAS DOENCAS CLASSIF  EM OUTRA PARTE
H68,SALPINGITE E OBSTRUCAO DA TROMPA DE EUSTAQUIO
H680,SALPINGITE DA TROMPA DE EUSTAQUIO
H681,OBSTRUCAO DA TROMPA DE EUSTAQUIO
H69,OUTROS TRANSTORNOS DA TROMPA DE EUSTAQUIO
H690,TROMPA DE EUSTAQUIO ABERTA (PATENTE) (PATULOSA)
H698,OUTROS TRANSTORNOS ESPECIFICADOS DA TROMPA DE EUSTAQUIO
H699,TRANSTORNO NAO ESPECIFICADO DA TROMPA DE EUSTAQUIO
H70,MASTOIDITE E AFECCOES CORRELATAS
H700,MASTOIDITE AGUDA
H701,MASTOIDITE CRONICA
H702,PETROSITE
H708,OUTRAS MASTOIDITES E AFECCOES RELACIONADAS COM A MASTOIDITE
H709,MASTOIDITE NAO ESPECIFICADA
H71,COLESTEATOMA DO OUVIDO MEDIO
H72,PERFURACAO DA MEMBRANA DO TIMPANO
H720,PERFURACAO CENTRAL DA MEMBRANA DO TIMPANO
H721,PERFURACAO ATICA DA MEMBRANA DO TIMPANO
H722,OUTRAS PERFURACOES MARGINAIS DA MEMBRANA DO TIMPANO
H728,OUTRAS PERFURACOES DA MEMBRANA DO TIMPANO
H729,PERFURACAO NAO ESPECIFICADA DA MEMBRANA DO TIMPANO
H73,OUTROS TRANSTORNOS DA MEMBRANA DO TIMPANO
H730,MIRINGITE AGUDA
H731,MIRINGITE CRONICA
H738,OUTROS TRANSTORNOS ESPECIFICADOS DA MEMBRANA DO TIMPANO
H739,TRANSTORNO NAO ESPECIFICADO DA MEMBRANA DO TIMPANO
H74,OUTROS TRANSTORNOS DO OUVIDO MEDIO E DA MASTOIDE
H740,TIMPANOSCLEROSE
H741,DOENCA ADESIVA DO OUVIDO MEDIO
H742,DESCONTINUIDADE E DESLOCAMENTO DOS OSSICULOS DO OUVIDO
H743,OUTRAS ANORMALIDADES ADQUIRIDAS DOS OSSICULOS DO OUVIDO
H744,POLIPO DO OUVIDO MEDIO
H748,OUTROS TRANSTORNOS ESPECIFICADOS DO OUVIDO MEDIO E DA MASTOIDE
H749,TRANSTORNO NAO ESPECIFICADO DO OUVIDO MEDIO E DA MASTOIDE
H75,OUTROS TRANSTORNOS DO OUVIDO MEDIO E DA MASTOIDE EM DOENCAS CLASS. EM OUTRA PA
H750,MASTOIDITE EM DOENCAS INFEC  E PARAS CLASSIF EM OUTRA PARTE
H758,OUTROS TRANSTORNOS ESPECIFICADOS DO OUVIDO MEDIO E DA MASTOIDE EM DOENCAS
H80,OTOSCLEROSE
H800,"OTOSCLEROSE QUE COMPROMETE A JANELA OVAL,NAO-OBLITERANTE"
H801,"OTOSCLEROSE QUE COMPROMETE A JANELA OVAL, OBLITERANTE"
H802,OTOSCLEROSE DA COCLEA
H808,OUTRAS OTOSCLEROSES
H809,OTOSCLEROSE NAO ESPECIFICADA
H81,TRANSTORNOS DA FUNCAO VESTIBULAR
H810,DOENCA DE MENIERE
H811,VERTIGEM PAROXISTICA BENIGNA
H812,NEURONITE DE VESTIBULAR
H813,OUTRAS VERTIGENS PERIFERICAS
H814,VERTIGEM DE ORIGEM CENTRAL
H818,OUTROS TRANSTORNOS DA FUNCAO VESTIBULAR
H819,TRANSTORNOS NAO ESPECIFICADOS DA FUNCAO VESTIBULAR
H82,SINDROMES VERTIGINOSAS EM DOENCAS CLASS. EM OUTRA PARTE
H83,OUTROS TRANSTORNOS DO OUVIDO INTERNO
H830,LABIRINTITE
H831,FISTULA DO LABIRINTO
H832,DISFUNCAO DO LABIRINTO
H833,EFEITOS DO RUIDO SOBRE O OUVIDO INTERNO
H838,OUTROS TRANSTORNOS ESPECIFICADOS DO OUVIDO INTERNO
H839,TRANSTORNO NAO ESPECIFICADOS DO OUVIDO INTERNO
H90,PERDA DE AUDICAO POR TRANSTORNO DE CONDUCAO E/OU NEURO-SENSORIAL
H900,PERDA DE AUDICAO BILATERAL DEVIDA A TRANST DE CONDUCAO
H901,"PERDA DE AUDICAO UNILATERAL POR TRANSTORNO DE CONDUCAO,SEM RESTRICAO DE AUDICAO"
H902,PERDA NAO ESPECIF DE AUDICAO DEVIDA A TRANSTORNO DE CONDUCAO
H903,PERDA DE AUDICAO BILATERAL NEUROSSENSORIAL
H904,"PERDA DE AUDICAO UNILATERAL NEUROSSENSORIAL,SEM RESTR DE AUDIC  CONTRALATERAL"
H905,"PERDA DE AUDICAO NEUROSSENSORIAL, NAO ESPECIFICADA"
H906,"PERDA DE AUDICAO BILATERAL MISTA, DE CONDUCAO E NEUROSSENSORIAL"
H907,"PERDA DE AUDICAO UNILATERAL MISTA,DE CONDUCAO E NEUROSSENSORIAL,SEM RESTRICAO DE"
H908,"PERDA DE AUD MISTA,DE COND NEUROSSENSORIAL, NAO ESPECIFICADA"
H91,OUTRAS PERDAS DE AUDICAO
H910,PERDA DE AUDICAO OTOTOXICA
H911,PRESBIACUSIA
H912,PERDA DE AUDICAO SUBITA IDIOPATICA
H913,"SURDO-MUDEZ, NAO CLASSIFICADA EM OUTRA PARTE"
H918,OUTRAS PERDAS DE AUDICAO ESPECIFICADAS
H919,PERDA NAO ESPECIFICADA DE AUDICAO
H92,OTALGIA E SECRECAO AUDITIVA
H920,OTALGIA
H921,OTORREIA
H922,OTORRAGIA
H93,OUTROS TRANSTORNOS DO OUVIDO NAO CLASS. EM OUTRA PARTE
H930,TRANSTORNOS DEGENERATIVOS E VASCULARES DO OUVIDO
H931,TINNITUS
H932,OUTRAS PERCEPCOES AUDITIVAS ANORMAIS
H933,TRANSTORNOS DO NERVO ACUSTICO
H938,OUTROS TRANSTORNOS ESPECIFICADOS DO OUVIDO
H939,TRANSTORNO NAO ESPECIFICADO DO OUVIDO
H94,OUTROS TRANSTORNOS DO OUVIDO EM DOENCAS CLASS. EM OUTRA PARTE
H940,NEURITE ACUSTICA EM DOENCAS INFEC  E PARAS CLASSIF EM OUTRA PARTE
H948,OUTROS TRANSTORNOS ESPECIF DO OUVIDO EM DOENCAS CLASSIF EM OUTRA PARTE
H95,"TRANSTORNOS DO OUVIDO E DA APOFISE MASTOIDE POS-PROCEDIMENTOS, NAO CLASS. EM OUT"
H950,COLESTEATOMA RECORRENTE DA CAVIDADE POS-MASTOIDECTOMIA
H951,OUTROS TRANSTORNOS CONSEQUENTES A MASTOIDECTOMIA
H958,OUTROS TRANSTORNOS DO OUVIDO E DA APOFISE MASTOIDE POS-PROCEDIMENTO
H959,TRANSTORNO NEDO OUVIDO E DA APOFISE MASTOIDE POS-PROCEDIMENTO
I00,FEBRE REUMATICA SEM MENCAO DE COMPROMETIMENTO DO CORACAO
I01,FEBRE REUMATICA COM COMPROMETIMENTO DO CORACAO
I010,PERICARDITE REUMATICA AGUDA
I011,ENDOCARDITE REMATICA AGUDA
I012,MIOCARDITE REUMATICA AGUDA
I018,OUTRAS FORMAS DE DOENCAS CARDIACA REUMATICA AGUDA
I019,DOENCA CARDIACA REUMATICA AGUDA NAO ESPECIFICADA
I02,COREIA REUMATICA
I020,COREIA REUMATICA COM COMPROMETIMENTO CARDIACO
I029,COREIA REUMATICA SEM COMPROMETIMENTO CARDIACO
I05,DOENCAS REUMATICAS DA VALVA MITRAL
I050,ESTENOSE MITRAL
I051,INSUFICIENCIA MITRAL REUMATICA
I052,ESTENOSE MITRAL COM INSUFICIENCIA
I058,OUTRAS DOENCAS DA VALVA MITRAL
I059,DOENCAS NAO ESPECIFICADA DA VALVA MITRAL
I06,DOENCAS REUMATICAS DA VALVA AORTICA
I060,ESTENOSE AORTICA REUMATICA
I061,INSUFICIENCIA AORTICA REUMATICA
I062,ESTENOSE AORTICA REUMATICA COM INSUFICIENCIA
I068,OUTRAS DOENCAS REUMATICAS DA VALVA AORTICA
I069,DOENCA REUMATICA DA VALVA AORTICA NAO ESPECIFICADA
I07,DOENCAS REUMATICAS DA VALVA TRICOSPIDE
I070,ESTENOSE TRICUSPIDE
I071,INSUFICIENCIA TRICUSPIDE
I072,ESTENOSE TRICUSPIDE COM INSUFICIENCIA
I078,OUTRAS DOENCAS DA VALVA TRICUSPIDE
I079,DOENCA NE DA VALVA TRICUSPIDE
I08,DOENCAS DE MOLTIPLAS VALVAS
I080,TRANSTORNOS DE VALVAS MITRAL E AORTICA
I081,TRANSTORNOS DE AMBAS AS VALVAS MITRAL E TRICUSPIDE
I082,TRANSTORNOS DE AMBAS AS VALVAS AORTICA E TRICUSPIDE
I083,"TRANSTORNOS DAS VALVAS MITRAL, AORTICA E TRICUSPIDE"
I088,OUTRAS DOENCAS DE MULTIPLAS VALVAS
I089,DOENCA NE DE MULTIPLAS VALVAS
I09,OUTRAS DOENCAS REUMATICAS DO CORACAO
I090,MIOCARDITE REUMATICA
I091,"DOENCAS REUMATICAS DO ENDOCARDIO, VALVA NE"
I092,PERICARDITE REUMATICA CRONICA
I098,OUTRAS DOENCAS REUMATICAS ESPECIFICADAS DO CORACAO
I099,DOENCA CARDIACA REUMATICA NE
I10,HIPERTENSAO ESSENCIAL (PRIMARIA)
I11,DOENCA CARDIACA HIPERTENSIVA
I110,DOENCA CARDIACA HIPERTENSIVA COM INSUFICIENCIA CARDIACA (CONGESTIVA)
I119,DOENCA CARDIACA HIPERTENSIVA SEM INSUFICIENCIA CARDIACA (CONGESTIVA)
I12,DOENCA RENAL HIPERTENSIVA
I120,DOENCA RENAL HIPERTENSIVA COM INSUFICIENCIA RENAL
I129,DOENCA RENAL HIPERTENSIVA SEM INSUFICIENCIA RENAL
I13,DOENCA CARDIACA E RENAL HIPERTENSIVA
I130,DOENCA CARDIACA E RENAL HIPERTENSIVA COM INSUFICIENCIA CARDIACA (CONGESTIVA)
I131,DOENCA CARDIACA E RENAL HIPERTENSIVA COM INSUFICIENCIA RENAL
I132,DOENCA CARDIACA E RENAL HIPERTENSIVA COM INSUFICIENCIA CARDIACA (CONGESTIVA) E I
I139,"DOENCA CARDIACA E RENAL HIPERTENSIVA, NE"
I15,HIPERTENSAO SECUNDARIA
I150,HIPERTENSAO RENOVASCULAR
I151,HIPERTENSAO SECUNDARIA A OUTRAS AFECCOES RENAIS
I152,HIPERTENSAO SECUNDARIA A AFECCOES ENDOCRINAS
I158,OUTRAS FORMAS DE HIPERTENSAO SECUNDARIA
I159,"HIPERTENSAO SECUNDARIA, NE"
I20,ANGINA PECTORIS
I200,ANGINA INSTAVEL
I201,ANGINA PECTORIS COM ESPASMO DOCUMENTADO
I208,OUTRAS FORMAS DE ANGINA PECTORIS
I209,"ANGINA PECTORIS, NE"
I21,INFARTO AGUDO DO MIOCARDIO
I210,INFARTO AGUDO TRANSMURAL DA PAREDE ANTERIOR DO MIOCARDIO
I211,INFARTO AGUDO TRANSMURAL DA PAREDE INFERIOR DO MIOCARDIO
I212,INFARTO AGUDO TRANSMURAL DO MIOCARDIO DE OUTRAS LOCALIZACOES
I213,"INFARTO AGUDO TRANSMURAL DO MIOCARDIO, DE LOCALIZACAO NE"
I214,INFARTO AGUDO SUBENDOCARDICO DO MIOCARDIO
I219,INFARTO AGUDO DO MIOCARDIO NE
I22,INFARTO DO MIOCARDIO RECORRENTE
I220,INFARTO DO MIOCARDIO RECORRENTE DA PAREDE ANTERIOR
I221,INFARTO DO MIOCARDIO RECORRENTE DA PAREDE INFERIOR
I228,INFARTO DO MIOCARDIO RECORRENTE DE OUTRAS LOCALIZACOES
I229,INFARTO DO MIOCARDIO RECORRENTE DE LOCALIZACAO NE
I23,ALGUMAS COMPLIC. ATUAIS SUBSEQUENTES AO INFARTO AGUDO DO MIOCARDIO
I230,HEMOPERICARDIO COMO COMPLICACAO ATUAL SUBSEQUENTE AO INFARTO AGUDO DO MIOCARDIO
I231,COMUNICACAO INTERATRIAL COMO COMPLICACAO ATUAL SUBSEQUENTE AO INFARTO AGUDO DO M
I232,COMUNICACAO INTERVENTRICULAR COMO COMPLICACAO ATUAL SUBSEQUENTE AO INFARTO AGUDO
I233,RUPTURA DA PAREDE DO CORACAO SEM OCORRENCIA DE HEMOPERICARDIO COMO COMPLICACAO A
I234,RUPTURA DE CORDOALHAS TENDINEAS COMO COMPLICACAO ATUAL SUBSEQUENTE AO INFARTO AG
I235,RUPTURA DE MUSCULOS PAPILARES COMO COMPLICACAO ATUAL SUBSEQUENTE AO INFARTO AGUD
I236,"TROMBOSE DE ATRIO, AURICULA E VENTRICULO COMO COMPLICACAO ATUAL SUBSEQUENTE AO I"
I238,OUTRAS COMPLICACOES ATUAIS SUBSEQUENTES AO INFARTO AGUDO DO MIOCARDIO
I24,OUTRAS DOENCAS ISQUEMICAS AGUDAS DO CORACAO
I240,TROMBOSE CORONARIA QUE NAO RESULTA EM INFARTO DO MIOCARDIO
I241,SINDROME DE DRESSLER
I248,OUTRAS FORMAS DE DOENCA ISQUEMICA AGUDA DO CORACAO
I249,DOENCA ISQUEMICA AGUDA DO CORACAO NE
I25,DOENCA ISQUEMICA CRONICA DO CORACAO
I250,"DOENCA CARDIOVASCULAR ATEROSCLEROTICA, DESCRITA DESTA MANEIRA"
I251,DOENCA ATEROSCLEROTICA DO CORACAO
I252,INFARTO ANTIGO DO MIOCARDIO
I253,ANEURISMA CARDIACO
I254,ANEURISMA DE ARTERIA CORONARIA
I255,MIOCARDIOPATIA ISQUEMICA
I256,ISQUEMIA MIOCARDICA SILENCIOSA
I258,OUTRAS FORMAS DE DOENCA ISQUEMICA CRONICA DO CORACAO
I259,DOENCA ISQUEMICA CRONICA DO CORACAO NE
I26,EMBOLIA PULMONAR
I260,EMBOLIA PULMONAR COM MENCAO DE COR PULMONALE AGUDO
I269,EMBOLIA PULMONAR SEM MENCAO DE COR PULMONALE AGUDO
I27,OUTRAS FORMAS DE DOENCA CARDIACA PULMONAR
I270,HIPERTENSAO PULMONAR PRIMARIA
I271,CARDIOPATIA CIFOESCOLIOTICA
I272,OUTRA HIPERTENSãO PULMONAR SECUNDáRIA
I278,OUTRAS DOENCAS PULMONARES DO CORACAO ESPECIFICADAS
I279,CARDIOPATIA PULMONAR NE
I28,OUTRAS DOENCAS DOS VASOS PULMONARES
I280,FISTULA ARTERIOVENOSA DE VASOS PULMONARES
I281,ANEURISMA DA ARTERIA PULMONAR
I288,OUTRAS DOENCAS ESPECIFICADAS DOS VASOS PULMONARES
I289,DOENCA NE DOS VASOS PULMONARES
I30,PERICARDITE AGUDA
I300,PERICARDITE AGUDA IDIOPATICA NAO ESPECIFICA
I301,PERICARDITE INFECCIOSA
I308,OUTRAS FORMAS DE PERICARDITE AGUDA
I309,PERICARDITE AGUDA NE
I31,OUTRAS DOENCAS DO PERICARDIO
I310,PERICARDITE ADESIVA CRONICA
I311,PERICARDITE CONSTRITIVA CRONICA
I312,HEMOPERICARDIO NAO CLASSIF. EM OUTRA PARTE
I313,DERRAME PERICARDICO (NAO-INFLAMATORIO)
I318,OUTRAS DOENCAS ESPECIFICADAS DO PERICARDIO
I319,DOENCA NE DO PERICARDIO
I32,PERICARDITE EM DOENCAS CLASS. EM OUTRA PARTE
I320,PERICARDITE EM DOENCAS BACTERIANAS CLASSIFS. EM OUTRA PARTE
I321,PERICARDITE EM OUTRAS DOENCAS INFECCIOSAS E PARASITARIAS CLASSIFS. EM OUTRA PART
I328,PERICARDITE EM OUTRAS DOENCAS CLASSIFS. EM OUTRA PARTE
I33,ENDOCARDITE AGUDA E SUBAGUDA
I330,ENDOCARDITE INFECCIOSA AGUDA E SUBAGUDA
I339,ENDOCARDITE AGUDA NE
I34,TRANSTORNOS NAO-REUMATICOS DA VALVA MITRAL
I340,INSUFICIENCIA (DA VALVA) MITRAL
I341,PROLAPSO (DA VALVA) MITRAL
I342,"ESTENOSE (DA VALVA) MITRAL, NAO-REUMATICA"
I348,OUTROS TRANSTORNOS NAO-REUMATICOS DA VALVA MITRAL
I349,"TRANSTORNOS NAO-REUMATICOS DA VALVA MITRAL, NE"
I35,TRANSTORNOS NAO-REUMATICOS DA VALVA AORTICA
I350,ESTENOSE (DA VALVA) AORTICA
I351,INSUFICIENCIA (DA VALVA) AORTICA
I352,ESTENOSE (DA VALVA) AORTICA COM INSUFICIENCIA
I358,OUTROS TRANSTORNOS DA VALVA AORTICA
I359,TRANSTORNOS NE DA VALVA AORTICA
I36,TRANSTORNOS NAO-REUMATICOS DA VALVA TRICOSPIDE
I360,ESTENOSE (DA VALVA) TRICUSPIDE NAO-REUMATICA
I361,INSUFICIENCIA (DA VALVA) TRICUSPIDE NAO-REUMATICA
I362,"ESTENOSE (DA VALVA) TRICUSPIDE COM INSUFICIENCIA, NAO-REUMATICA"
I368,OUTROS TRANSTORNOS NAO-REUMATICOS DA VALVA TRICUSPIDE
I369,"TRANSTORNOS NAO-REUMATICOS DA VALVA TRICUSPIDE, NE"
I37,TRANSTORNOS DA VALVA PULMONAR
I370,ESTENOSE DA VALVA PULMONAR
I371,INSUFICIENCIA DA VALVA PULMONAR
I372,ESTENOSE DA VALVA PULMONAR COM INSUFICIENCIA
I378,OUTROS TRANSTORNOS DA VALVA PULMONAR
